id_registro,codigo_equipo,fecha,tipo_mantenimiento,categoria_falla,urgencia,descripcion,costo_soles,tecnico,prioridad,horas_intervencion,estado_post
R01221,EQ-023,2025-05-24,Correctivo,Software,Baja,Falla en calibración digital,601.82,J. Ramírez,Baja,5.4,En observación
R01204,EQ-023,2025-05-26,Preventivo,—,Programado,Mantenimiento preventivo programado,96.8,J. Ramírez,Baja,1.5,Operativo
R01228,EQ-023,2025-07-08,Correctivo,Calibración,Alta,Desviación de medición,101.04,M. Torres,Alta,1.7,Operativo
R01215,EQ-023,2025-07-23,Correctivo,Eléctrica,Alta,Batería agotada,712.78,L. Quispe,Alta,3.8,Operativo
R01244,EQ-023,2025-07-31,Correctivo,Eléctrica,Baja,Falla en cargador,521.08,M. Torres,Baja,5.3,En observación
R01205,EQ-023,2025-08-17,Preventivo,—,Programado,Mantenimiento preventivo programado,110.25,M. Torres,Baja,1.1,Operativo
R01245,EQ-023,2025-08-31,Correctivo,Software,Media,Error de comunicación,45.51,M. Torres,Media,5.1,En observación
R01211,EQ-023,2025-10-30,Correctivo,Software,Media,Error de firmware,786.87,L. Quispe,Media,1.7,Operativo
R01206,EQ-023,2025-11-10,Preventivo,—,Programado,Mantenimiento preventivo programado,,M. Torres,Baja,1.8,Operativo
R01254,EQ-023,2025-11-18,Correctivo,Sensores,Alta,Error de lectura de presión,1619.52,J. Ramírez,Alta,5.4,Operativo
R01242,EQ-023,2026-02-11,Correctivo,Desgaste,Media,Componente al final de vida útil,936.54,J. Ramírez,Media,6.0,Operativo
R01207,EQ-023,2026-02-16,Preventivo,—,Programado,Mantenimiento preventivo programado,123.73,L. Quispe,Baja,1.8,Operativo
R01229,EQ-023,2026-02-21,Correctivo,Sensores,Alta,Termistor fuera de rango,1447.1,J. Ramírez,Alta,2.2,Operativo
R01248,EQ-023,2026-02-23,Correctivo,Sensores,Alta,Error de lectura de presión,1473.9,J. Ramírez,Alta,6.5,En observación
R01219,EQ-023,2026-03-04,Correctivo,Sensores,Media,Error de lectura de presión,390.74,L. Quispe,Media,4.7,Operativo
R01237,EQ-023,2026-04-09,Correctivo,Sensores,Media,Sensor SpO2 descalibrado,493.98,M. Torres,Media,3.7,Operativo
R01230,EQ-023,2026-04-12,Correctivo,Mecánica,Alta,Desgaste de válvula,665.3,M. Torres,Alta,6.1,Operativo
R01208,EQ-023,2026-05-20,Preventivo,—,Programado,Mantenimiento preventivo programado,88.26,A. Flores,Baja,0.6,Operativo
R01256,EQ-024,2022-01-20,Preventivo,—,Programado,Mantenimiento preventivo programado,172.64,J. Ramírez,Baja,1.3,Operativo
R01312,EQ-024,2022-03-14,Correctivo,Software,Alta,Pantalla congelada,176.42,J. Ramírez,Alta,5.6,En observación
R01316,EQ-024,2022-04-19,Correctivo,Desgaste,Baja,Filtro saturado,716.96,A. Flores,Baja,2.0,Operativo
R01257,EQ-024,2022-04-20,Preventivo,—,Programado,Mantenimiento preventivo programado,125.9,L. Quispe,Baja,1.0,Operativo
R01282,EQ-024,2022-05-21,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,1191.31,L. Quispe,Alta,1.8,En observación
R01296,EQ-024,2022-06-09,Correctivo,Software,Alta,Error de firmware,43.55,M. Torres,Alta,5.4,En observación
R01258,EQ-024,2022-07-14,Preventivo,—,Programado,Mantenimiento preventivo programado,164.69,J. Ramírez,Baja,0.5,Operativo
R01294,EQ-024,2022-09-24,Correctivo,Eléctrica,Alta,Batería agotada,723.68,A. Flores,Alta,7.7,En observación
R01277,EQ-024,2022-10-04,Correctivo,Mecánica,Alta,Holgura en soporte,1541.12,J. Ramírez,Alta,5.7,En observación
R01259,EQ-024,2022-10-10,Preventivo,—,Programado,Mantenimiento preventivo programado,120.61,L. Quispe,Baja,0.9,Operativo
R01260,EQ-024,2023-01-12,Preventivo,—,Programado,Mantenimiento preventivo programado,141.37,L. Quispe,Baja,0.5,Operativo
R01261,EQ-024,2023-04-21,Preventivo,—,Programado,Mantenimiento preventivo programado,119.38,L. Quispe,Baja,1.4,Operativo
R01314,EQ-024,2023-05-23,Correctivo,Sensores,Media,Sensor SpO2 descalibrado,,L. Quispe,Media,2.4,Operativo
R01299,EQ-024,2023-06-04,Correctivo,Software,Media,Falla en calibración digital,15.68,J. Ramírez,Media,1.5,Operativo
R01279,EQ-024,2023-06-06,Correctivo,Mecánica,Media,Falla en bomba peristáltica,584.19,M. Torres,Media,5.6,En observación
R01276,EQ-024,2023-06-20,Correctivo,Eléctrica,Media,Falla en fuente de poder,1151.21,A. Flores,Media,2.1,Operativo
R01262,EQ-024,2023-07-28,Preventivo,—,Programado,Mantenimiento preventivo programado,105.79,A. Flores,Baja,1.9,Operativo
R01305,EQ-024,2023-09-30,Correctivo,Desgaste,Baja,Acumulación de horas de uso,368.72,J. Ramírez,Baja,4.2,Operativo
R01310,EQ-024,2023-09-30,Correctivo,Eléctrica,Alta,Batería agotada,1011.4,A. Flores,Alta,3.3,Operativo
R01263,EQ-024,2023-10-16,Preventivo,—,Programado,Mantenimiento preventivo programado,153.07,M. Torres,Baja,1.3,Operativo
R01297,EQ-024,2023-12-22,Correctivo,Mecánica,Alta,Desgaste de válvula,1536.8,A. Flores,Alta,4.0,Operativo
R01290,EQ-024,2024-01-12,Correctivo,Eléctrica,Alta,Batería agotada,592.82,L. Quispe,Alta,3.9,En observación
R01292,EQ-024,2024-01-16,Correctivo,Eléctrica,Alta,Falla en cargador,319.97,M. Torres,Alta,7.3,Operativo
R01264,EQ-024,2024-01-21,Preventivo,—,Programado,Mantenimiento preventivo programado,,J. Ramírez,Baja,1.4,Operativo
R01293,EQ-024,2024-01-21,Correctivo,Mecánica,Alta,Falla en bomba peristáltica,1612.35,M. Torres,Alta,7.2,Operativo
R01300,EQ-024,2024-02-05,Correctivo,Software,Media,Falla en calibración digital,662.24,L. Quispe,Media,6.0,Operativo
R01283,EQ-024,2024-03-11,Correctivo,Mecánica,Baja,Desgaste de válvula,921.41,M. Torres,Baja,6.4,Operativo
R01265,EQ-024,2024-04-13,Preventivo,—,Programado,Mantenimiento preventivo programado,,A. Flores,Baja,1.8,Operativo
R01281,EQ-024,2024-04-16,Correctivo,Eléctrica,Alta,Cortocircuito en placa,487.66,A. Flores,Alta,3.6,En observación
R01308,EQ-024,2024-05-15,Correctivo,Software,Baja,Pantalla congelada,632.18,L. Quispe,Baja,7.1,Operativo
R01266,EQ-024,2024-07-18,Preventivo,—,Programado,Mantenimiento preventivo programado,145.21,A. Flores,Baja,1.7,Operativo
R01313,EQ-024,2024-07-26,Correctivo,Mecánica,Media,Holgura en soporte,288.77,J. Ramírez,Media,3.0,En observación
R01291,EQ-024,2024-07-27,Correctivo,Mecánica,Alta,Holgura en soporte,509.88,M. Torres,Alta,5.2,Operativo
R01286,EQ-024,2024-08-21,Correctivo,Software,Alta,Pantalla congelada,70.7,J. Ramírez,Alta,2.1,Operativo
R01304,EQ-024,2024-08-24,Correctivo,Mecánica,Media,Falla en bomba peristáltica,642.29,J. Ramírez,Media,2.1,Operativo
R01288,EQ-024,2024-10-02,Correctivo,Eléctrica,Alta,Batería agotada,775.58,M. Torres,Alta,6.8,Operativo
R01285,EQ-024,2024-10-04,Correctivo,Eléctrica,Alta,Falla en cargador,686.8,M. Torres,Alta,7.9,Operativo
R01278,EQ-024,2024-10-06,Correctivo,Software,Baja,Error de firmware,557.61,M. Torres,Baja,7.5,Operativo
R01275,EQ-024,2024-10-09,Correctivo,Sensores,Media,Termistor fuera de rango,1861.26,M. Torres,Media,2.4,En observación
R01267,EQ-024,2024-10-10,Preventivo,—,Programado,Mantenimiento preventivo programado,65.87,A. Flores,Baja,1.5,Operativo
R01302,EQ-024,2024-11-20,Correctivo,Sensores,Media,Error de lectura de presión,1220.96,L. Quispe,Media,6.9,En observación
R01274,EQ-024,2024-11-25,Correctivo,Desgaste,Alta,Filtro saturado,789.68,M. Torres,Alta,2.7,Operativo
R01301,EQ-024,2024-11-26,Correctivo,Mecánica,Alta,Obstrucción de circuito,628.26,A. Flores,Alta,2.3,En observación
R01280,EQ-024,2024-12-12,Correctivo,Sensores,Media,Error de lectura de presión,343.14,J. Ramírez,Media,4.8,Operativo
R01289,EQ-024,2025-01-02,Correctivo,Sensores,Alta,Sensor de flujo defectuoso,673.67,J. Ramírez,Alta,5.9,Operativo
R01268,EQ-024,2025-01-03,Preventivo,—,Programado,Mantenimiento preventivo programado,97.11,A. Flores,Baja,1.5,Operativo
R01269,EQ-024,2025-04-08,Preventivo,—,Programado,Mantenimiento preventivo programado,108.89,A. Flores,Baja,1.4,Operativo
R01311,EQ-024,2025-06-11,Correctivo,Eléctrica,Media,Falla en cargador,507.21,M. Torres,Media,3.5,Operativo
R01270,EQ-024,2025-07-12,Preventivo,—,Programado,Mantenimiento preventivo programado,128.55,L. Quispe,Baja,1.6,Operativo
R01307,EQ-024,2025-08-13,Correctivo,Software,Alta,Error de comunicación,,A. Flores,Alta,5.6,Operativo
R01319,EQ-024,2025-08-28,Correctivo,Sensores,Media,Termistor fuera de rango,1328.4,J. Ramírez,Media,5.9,Operativo
R01298,EQ-024,2025-09-19,Correctivo,Mecánica,Alta,Desgaste de válvula,306.39,J. Ramírez,Alta,7.6,Operativo
R01271,EQ-024,2025-10-06,Preventivo,—,Programado,Mantenimiento preventivo programado,99.39,J. Ramírez,Baja,1.2,Operativo
R01295,EQ-024,2025-10-18,Correctivo,Desgaste,Alta,Filtro saturado,801.79,L. Quispe,Alta,7.9,Operativo
R01303,EQ-024,2025-10-31,Correctivo,Eléctrica,Alta,Fusible quemado,412.34,M. Torres,Alta,6.3,En observación
R01287,EQ-024,2025-11-04,Correctivo,Eléctrica,Alta,Falla en fuente de poder,990.08,L. Quispe,Alta,4.7,Operativo
R01315,EQ-024,2025-11-26,Correctivo,Eléctrica,Alta,Falla en fuente de poder,429.66,L. Quispe,Alta,1.3,Operativo
R01309,EQ-024,2025-11-28,Correctivo,Eléctrica,Media,Falla en cargador,1079.39,M. Torres,Media,7.3,Operativo
R01272,EQ-024,2026-01-04,Preventivo,—,Programado,Mantenimiento preventivo programado,163.95,M. Torres,Baja,0.6,Operativo
R01306,EQ-024,2026-01-20,Correctivo,Eléctrica,Alta,Batería agotada,1105.9,L. Quispe,Alta,6.4,En observación
R01321,EQ-024,2026-01-26,Correctivo,Sensores,Media,Error de lectura de presión,2337.39,L. Quispe,Media,1.4,Operativo
R01320,EQ-024,2026-02-12,Correctivo,Software,Alta,Falla en calibración digital,160.3,A. Flores,Alta,4.8,En observación
R01284,EQ-024,2026-02-20,Correctivo,Mecánica,Alta,Holgura en soporte,1097.06,M. Torres,Alta,6.4,Operativo
R01318,EQ-024,2026-02-20,Correctivo,Eléctrica,Media,Batería agotada,222.61,L. Quispe,Media,3.1,Operativo
R01273,EQ-024,2026-04-01,Preventivo,—,Programado,Mantenimiento preventivo programado,107.75,A. Flores,Baja,1.7,Operativo
R01317,EQ-024,2026-05-09,Correctivo,Eléctrica,Alta,Batería agotada,931.06,M. Torres,Alta,2.2,En observación
R01322,EQ-025,2022-01-16,Preventivo,—,Programado,Mantenimiento preventivo programado,,J. Ramírez,Baja,0.7,Operativo
R01323,EQ-025,2022-04-16,Preventivo,—,Programado,Mantenimiento preventivo programado,118.42,M. Torres,Baja,1.3,Operativo
R01348,EQ-025,2022-06-24,Correctivo,Sensores,Baja,Error de lectura de presión,468.74,M. Torres,Baja,2.7,Operativo
R01324,EQ-025,2022-07-16,Preventivo,—,Programado,Mantenimiento preventivo programado,61.34,L. Quispe,Baja,1.4,Operativo
R01343,EQ-025,2022-08-16,Correctivo,Eléctrica,Baja,Cortocircuito en placa,,L. Quispe,Baja,1.7,Operativo
R01364,EQ-025,2022-08-23,Correctivo,Sensores,Media,Termistor fuera de rango,974.89,A. Flores,Media,3.8,Operativo
R01344,EQ-025,2022-08-26,Correctivo,Software,Baja,Error de firmware,334.45,L. Quispe,Baja,7.7,Operativo
R01355,EQ-025,2022-08-29,Correctivo,Sensores,Media,Sensor de flujo defectuoso,977.42,J. Ramírez,Media,1.6,Operativo
R01325,EQ-025,2022-10-09,Preventivo,—,Programado,Mantenimiento preventivo programado,160.13,A. Flores,Baja,0.6,Operativo
R01326,EQ-025,2022-12-30,Preventivo,—,Programado,Mantenimiento preventivo programado,144.98,L. Quispe,Baja,1.8,Operativo
R01346,EQ-025,2023-03-12,Correctivo,Sensores,Media,Error de lectura de presión,649.08,M. Torres,Media,7.4,En observación
R01327,EQ-025,2023-04-04,Preventivo,—,Programado,Mantenimiento preventivo programado,134.81,L. Quispe,Baja,1.4,Operativo
R01366,EQ-025,2023-04-09,Correctivo,Eléctrica,Media,Falla en fuente de poder,329.18,M. Torres,Media,6.5,En observación
R01341,EQ-025,2023-05-11,Correctivo,Sensores,Alta,Termistor fuera de rango,882.25,M. Torres,Alta,2.8,En observación
R01328,EQ-025,2023-06-26,Preventivo,—,Programado,Mantenimiento preventivo programado,123.65,J. Ramírez,Baja,0.6,Operativo
R01365,EQ-025,2023-07-03,Correctivo,Eléctrica,Media,Batería agotada,119.75,J. Ramírez,Media,3.1,Operativo
R01347,EQ-025,2023-08-03,Correctivo,Calibración,Alta,Ajuste de cero requerido,160.07,A. Flores,Alta,4.4,Operativo
R01350,EQ-025,2023-08-05,Correctivo,Calibración,Alta,Calibración vencida,,L. Quispe,Alta,7.3,Operativo
R01353,EQ-025,2023-08-25,Correctivo,Sensores,Media,Sensor SpO2 descalibrado,494.79,M. Torres,Media,7.8,En observación
R01329,EQ-025,2023-10-01,Preventivo,—,Programado,Mantenimiento preventivo programado,171.65,L. Quispe,Baja,1.2,Operativo
R01354,EQ-025,2023-10-15,Correctivo,Software,Baja,Pantalla congelada,325.33,A. Flores,Baja,5.2,Operativo
R01356,EQ-025,2023-10-25,Correctivo,Eléctrica,Baja,Batería agotada,509.13,L. Quispe,Baja,6.9,Operativo
R01330,EQ-025,2023-12-28,Preventivo,—,Programado,Mantenimiento preventivo programado,173.28,M. Torres,Baja,1.6,Operativo
R01349,EQ-025,2024-01-10,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,541.73,J. Ramírez,Alta,7.0,Operativo
R01331,EQ-025,2024-03-26,Preventivo,—,Programado,Mantenimiento preventivo programado,116.18,L. Quispe,Baja,0.7,Operativo
R01342,EQ-025,2024-04-27,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,572.95,J. Ramírez,Alta,5.9,Operativo
R01332,EQ-025,2024-06-19,Preventivo,—,Programado,Mantenimiento preventivo programado,72.74,M. Torres,Baja,1.3,Operativo
R01363,EQ-025,2024-09-07,Correctivo,Sensores,Baja,Sensor de flujo defectuoso,178.24,J. Ramírez,Baja,1.4,Operativo
R01333,EQ-025,2024-09-15,Preventivo,—,Programado,Mantenimiento preventivo programado,166.19,M. Torres,Baja,1.2,Operativo
R01334,EQ-025,2024-12-07,Preventivo,—,Programado,Mantenimiento preventivo programado,176.4,A. Flores,Baja,1.5,Operativo
R01351,EQ-025,2024-12-18,Correctivo,Software,Media,Falla en calibración digital,9.07,L. Quispe,Media,3.4,Operativo
R01352,EQ-025,2025-01-05,Correctivo,Eléctrica,Media,Fusible quemado,554.21,J. Ramírez,Media,1.8,Operativo
R01362,EQ-025,2025-02-25,Correctivo,Eléctrica,Alta,Cortocircuito en placa,198.93,L. Quispe,Alta,7.2,Operativo
R01335,EQ-025,2025-03-02,Preventivo,—,Programado,Mantenimiento preventivo programado,,J. Ramírez,Baja,1.9,Operativo
R01367,EQ-025,2025-04-10,Correctivo,Calibración,Alta,Desviación de medición,212.73,J. Ramírez,Alta,2.0,Operativo
R01336,EQ-025,2025-06-02,Preventivo,—,Programado,Mantenimiento preventivo programado,,J. Ramírez,Baja,0.9,Operativo
R01337,EQ-025,2025-08-24,Preventivo,—,Programado,Mantenimiento preventivo programado,112.58,M. Torres,Baja,1.6,Operativo
R01345,EQ-025,2025-08-29,Correctivo,Sensores,Alta,Termistor fuera de rango,340.07,A. Flores,Alta,6.2,Operativo
R01360,EQ-025,2025-09-14,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,177.2,M. Torres,Alta,7.3,En observación
R01357,EQ-025,2025-10-18,Correctivo,Eléctrica,Alta,Cortocircuito en placa,538.41,A. Flores,Alta,2.8,Operativo
R01359,EQ-025,2025-11-10,Correctivo,Software,Media,Error de comunicación,136.68,L. Quispe,Media,6.0,Operativo
R01338,EQ-025,2025-11-23,Preventivo,—,Programado,Mantenimiento preventivo programado,154.99,M. Torres,Baja,1.6,Operativo
R01358,EQ-025,2025-12-21,Correctivo,Calibración,Alta,Desviación de medición,,J. Ramírez,Alta,7.1,Operativo
R01361,EQ-025,2025-12-24,Correctivo,Eléctrica,Alta,Falla en cargador,154.0,A. Flores,Alta,4.7,En observación
R01339,EQ-025,2026-03-02,Preventivo,—,Programado,Mantenimiento preventivo programado,109.64,M. Torres,Baja,1.1,Operativo
R01340,EQ-025,2026-05-26,Preventivo,—,Programado,Mantenimiento preventivo programado,156.97,M. Torres,Baja,1.1,Operativo
R01368,EQ-026,2022-02-01,Preventivo,—,Programado,Mantenimiento preventivo programado,63.93,J. Ramírez,Baja,1.6,Operativo
R01406,EQ-026,2022-04-09,Correctivo,Mecánica,Alta,Falla en bomba peristáltica,311.95,M. Torres,Alta,6.2,Operativo
R01403,EQ-026,2022-04-14,Correctivo,Sensores,Baja,Error de lectura de presión,449.98,J. Ramírez,Baja,7.4,Operativo
R01369,EQ-026,2022-05-10,Preventivo,—,Programado,Mantenimiento preventivo programado,126.06,A. Flores,Baja,0.7,Operativo
R01401,EQ-026,2022-08-09,Correctivo,Mecánica,Alta,Falla en bomba peristáltica,829.24,A. Flores,Alta,1.8,Operativo
R01370,EQ-026,2022-08-12,Preventivo,—,Programado,Mantenimiento preventivo programado,81.45,A. Flores,Baja,0.9,Operativo
R01394,EQ-026,2022-09-07,Correctivo,Mecánica,Baja,Falla en bomba peristáltica,391.53,M. Torres,Baja,8.0,En observación
R01412,EQ-026,2022-10-03,Correctivo,Mecánica,Alta,Holgura en soporte,443.88,A. Flores,Alta,6.9,Operativo
R01371,EQ-026,2022-11-15,Preventivo,—,Programado,Mantenimiento preventivo programado,148.52,M. Torres,Baja,1.0,Operativo
R01399,EQ-026,2022-12-02,Correctivo,Mecánica,Media,Desgaste de válvula,691.18,L. Quispe,Media,1.5,Operativo
R01372,EQ-026,2023-02-13,Preventivo,—,Programado,Mantenimiento preventivo programado,98.59,J. Ramírez,Baja,1.2,Operativo
R01373,EQ-026,2023-05-18,Preventivo,—,Programado,Mantenimiento preventivo programado,92.92,A. Flores,Baja,1.6,Operativo
R01398,EQ-026,2023-06-17,Correctivo,Mecánica,Media,Rotura de manguera,,A. Flores,Media,6.4,En observación
R01374,EQ-026,2023-08-11,Preventivo,—,Programado,Mantenimiento preventivo programado,126.11,M. Torres,Baja,0.6,Operativo
R01408,EQ-026,2023-08-19,Correctivo,Eléctrica,Media,Batería agotada,544.53,J. Ramírez,Media,2.7,Operativo
R01402,EQ-026,2023-09-07,Correctivo,Mecánica,Baja,Obstrucción de circuito,234.89,A. Flores,Baja,6.8,Operativo
R01410,EQ-026,2023-10-31,Correctivo,Eléctrica,Media,Batería agotada,122.67,J. Ramírez,Media,6.4,En observación
R01395,EQ-026,2023-11-06,Correctivo,Software,Media,Error de comunicación,21.85,J. Ramírez,Media,6.6,Operativo
R01375,EQ-026,2023-11-10,Preventivo,—,Programado,Mantenimiento preventivo programado,129.17,M. Torres,Baja,1.8,Operativo
R01389,EQ-026,2023-12-17,Correctivo,Sensores,Media,Termistor fuera de rango,1087.24,M. Torres,Media,4.3,Operativo
R01415,EQ-026,2024-01-06,Correctivo,Eléctrica,Media,Falla en fuente de poder,96.95,A. Flores,Media,1.8,En observación
R01376,EQ-026,2024-02-05,Preventivo,—,Programado,Mantenimiento preventivo programado,118.84,J. Ramírez,Baja,0.7,Operativo
R01392,EQ-026,2024-04-23,Correctivo,Mecánica,Media,Holgura en soporte,268.1,L. Quispe,Media,5.3,Operativo
R01377,EQ-026,2024-05-05,Preventivo,—,Programado,Mantenimiento preventivo programado,172.5,M. Torres,Baja,1.7,Operativo
R01405,EQ-026,2024-05-25,Correctivo,Mecánica,Alta,Holgura en soporte,598.57,A. Flores,Alta,5.3,Operativo
R01414,EQ-026,2024-07-21,Correctivo,Software,Alta,Error de firmware,248.43,M. Torres,Alta,4.3,En observación
R01378,EQ-026,2024-07-25,Preventivo,—,Programado,Mantenimiento preventivo programado,129.61,M. Torres,Baja,0.9,Operativo
R01404,EQ-026,2024-07-31,Correctivo,Sensores,Baja,Sensor SpO2 descalibrado,835.19,J. Ramírez,Baja,6.8,En observación
R01407,EQ-026,2024-08-02,Correctivo,Sensores,Media,Error de lectura de presión,1079.64,J. Ramírez,Media,3.3,Operativo
R01413,EQ-026,2024-09-26,Correctivo,Mecánica,Baja,Holgura en soporte,410.5,J. Ramírez,Baja,3.1,Operativo
R01409,EQ-026,2024-10-07,Correctivo,Sensores,Media,Termistor fuera de rango,724.94,J. Ramírez,Media,7.8,Operativo
R01379,EQ-026,2024-10-18,Preventivo,—,Programado,Mantenimiento preventivo programado,101.22,L. Quispe,Baja,1.0,Operativo
R01390,EQ-026,2024-10-30,Correctivo,Software,Alta,Error de comunicación,306.94,A. Flores,Alta,1.3,Operativo
R01387,EQ-026,2024-11-08,Correctivo,Eléctrica,Baja,Cortocircuito en placa,256.76,L. Quispe,Baja,5.0,En observación
R01380,EQ-026,2025-01-14,Preventivo,—,Programado,Mantenimiento preventivo programado,133.94,L. Quispe,Baja,1.8,Operativo
R01411,EQ-026,2025-01-25,Correctivo,Sensores,Media,Error de lectura de presión,455.15,A. Flores,Media,1.5,Operativo
R01381,EQ-026,2025-04-10,Preventivo,—,Programado,Mantenimiento preventivo programado,109.7,M. Torres,Baja,1.4,Operativo
R01397,EQ-026,2025-04-29,Correctivo,Desgaste,Media,Acumulación de horas de uso,,L. Quispe,Media,5.6,En observación
R01382,EQ-026,2025-07-05,Preventivo,—,Programado,Mantenimiento preventivo programado,129.56,L. Quispe,Baja,1.4,Operativo
R01400,EQ-026,2025-07-21,Correctivo,Mecánica,Baja,Desgaste de válvula,319.44,J. Ramírez,Baja,7.7,En observación
R01388,EQ-026,2025-09-22,Correctivo,Sensores,Media,Error de lectura de presión,729.45,M. Torres,Media,3.1,Operativo
R01383,EQ-026,2025-10-07,Preventivo,—,Programado,Mantenimiento preventivo programado,161.2,A. Flores,Baja,1.4,Operativo
R01391,EQ-026,2025-12-24,Correctivo,Software,Alta,Error de comunicación,339.1,J. Ramírez,Alta,5.8,Operativo
R01384,EQ-026,2026-01-02,Preventivo,—,Programado,Mantenimiento preventivo programado,118.96,J. Ramírez,Baja,0.8,Operativo
R01386,EQ-026,2026-02-15,Correctivo,Mecánica,Baja,Falla en bomba peristáltica,,L. Quispe,Baja,1.2,Operativo
R01396,EQ-026,2026-02-20,Correctivo,Eléctrica,Media,Falla en cargador,492.24,J. Ramírez,Media,4.4,Operativo
R01393,EQ-026,2026-03-05,Correctivo,Software,Media,Error de firmware,129.76,J. Ramírez,Media,7.2,Operativo
R01385,EQ-026,2026-04-05,Preventivo,—,Programado,Mantenimiento preventivo programado,100.03,L. Quispe,Baja,1.1,Operativo
R01416,EQ-027,2022-01-30,Preventivo,—,Programado,Mantenimiento preventivo programado,61.98,A. Flores,Baja,0.6,Operativo
R01469,EQ-027,2022-02-06,Correctivo,Eléctrica,Alta,Cortocircuito en placa,577.17,A. Flores,Alta,4.9,Operativo
R01453,EQ-027,2022-04-01,Correctivo,Eléctrica,Alta,Batería agotada,177.01,J. Ramírez,Alta,5.3,Operativo
R01461,EQ-027,2022-04-07,Correctivo,Eléctrica,Media,Cortocircuito en placa,440.95,M. Torres,Media,4.7,Operativo
R01417,EQ-027,2022-04-25,Preventivo,—,Programado,Mantenimiento preventivo programado,106.49,L. Quispe,Baja,0.8,Operativo
R01435,EQ-027,2022-05-24,Correctivo,Calibración,Alta,Ajuste de cero requerido,207.02,M. Torres,Alta,2.8,Operativo
R01449,EQ-027,2022-06-21,Correctivo,Calibración,Alta,Ajuste de cero requerido,211.8,M. Torres,Alta,6.7,Operativo
R01436,EQ-027,2022-07-04,Correctivo,Calibración,Baja,Desviación de medición,102.67,J. Ramírez,Baja,3.7,Operativo
R01418,EQ-027,2022-07-22,Preventivo,—,Programado,Mantenimiento preventivo programado,63.66,A. Flores,Baja,0.7,Operativo
R01462,EQ-027,2022-09-03,Correctivo,Calibración,Media,Ajuste de cero requerido,98.86,J. Ramírez,Media,2.5,Operativo
R01456,EQ-027,2022-09-16,Correctivo,Eléctrica,Media,Cortocircuito en placa,127.37,A. Flores,Media,3.3,Operativo
R01442,EQ-027,2022-09-17,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,674.58,L. Quispe,Alta,7.6,Operativo
R01419,EQ-027,2022-10-17,Preventivo,—,Programado,Mantenimiento preventivo programado,112.1,M. Torres,Baja,1.1,Operativo
R01420,EQ-027,2023-01-17,Preventivo,—,Programado,Mantenimiento preventivo programado,114.18,L. Quispe,Baja,0.9,Operativo
R01454,EQ-027,2023-01-18,Correctivo,Calibración,Alta,Calibración vencida,273.52,L. Quispe,Alta,7.7,Operativo
R01467,EQ-027,2023-02-10,Correctivo,Eléctrica,Baja,Batería agotada,132.56,J. Ramírez,Baja,7.3,Operativo
R01474,EQ-027,2023-03-16,Correctivo,Sensores,Media,Error de lectura de presión,1152.38,J. Ramírez,Media,5.4,Operativo
R01421,EQ-027,2023-04-14,Preventivo,—,Programado,Mantenimiento preventivo programado,117.1,J. Ramírez,Baja,1.3,Operativo
R01443,EQ-027,2023-04-24,Correctivo,Sensores,Media,Error de lectura de presión,240.05,M. Torres,Media,7.5,Operativo
R01452,EQ-027,2023-06-07,Correctivo,Software,Alta,Error de comunicación,169.87,M. Torres,Alta,5.1,Operativo
R01422,EQ-027,2023-07-18,Preventivo,—,Programado,Mantenimiento preventivo programado,104.48,L. Quispe,Baja,1.0,Operativo
R01448,EQ-027,2023-09-15,Correctivo,Sensores,Media,Sensor de flujo defectuoso,318.5,L. Quispe,Media,1.7,Operativo
R01423,EQ-027,2023-10-25,Preventivo,—,Programado,Mantenimiento preventivo programado,83.8,M. Torres,Baja,1.8,Operativo
R01460,EQ-027,2023-10-27,Correctivo,Software,Alta,Error de comunicación,336.43,M. Torres,Alta,1.2,Operativo
R01458,EQ-027,2023-12-03,Correctivo,Calibración,Alta,Ajuste de cero requerido,134.33,M. Torres,Alta,6.4,Operativo
R01445,EQ-027,2023-12-24,Correctivo,Calibración,Media,Calibración vencida,108.99,L. Quispe,Media,7.7,En observación
R01424,EQ-027,2024-01-17,Preventivo,—,Programado,Mantenimiento preventivo programado,70.26,J. Ramírez,Baja,1.0,Operativo
R01434,EQ-027,2024-01-22,Correctivo,Eléctrica,Alta,Batería agotada,154.81,L. Quispe,Alta,1.4,En observación
R01451,EQ-027,2024-02-01,Correctivo,Eléctrica,Media,Falla en cargador,467.62,L. Quispe,Media,4.8,En observación
R01470,EQ-027,2024-03-17,Correctivo,Eléctrica,Alta,Fusible quemado,413.09,A. Flores,Alta,7.8,Operativo
R01425,EQ-027,2024-04-14,Preventivo,—,Programado,Mantenimiento preventivo programado,66.39,A. Flores,Baja,1.9,Operativo
R01466,EQ-027,2024-04-23,Correctivo,Software,Media,Error de comunicación,63.93,J. Ramírez,Media,5.1,En observación
R01457,EQ-027,2024-06-19,Correctivo,Desgaste,Baja,Filtro saturado,526.5,J. Ramírez,Baja,3.5,Operativo
R01426,EQ-027,2024-07-17,Preventivo,—,Programado,Mantenimiento preventivo programado,107.41,L. Quispe,Baja,0.6,Operativo
